"","110_114-CD3","164-CD15","166-CD44","167-CD7","168-CD13","170-CD56","151-CD123","153-IgM","156-CD10","158-CD33","160-CD14","165-CD16","115-CD45","139-CD45RA","175-CXCR4","142-CD19","144-CD11b","145-CD4","146-CD8","148-CD34","150-CD161","141-CD235ab","103-Viability","147-CD20","152-CD41","154-CD11c","159-CD38","169-CD61","171-CD117","172-CD47","174-HLADR","176-CD90"
"export_Marrow1_00_SurfaceOnly_singlets.fcs_2",0.458119693641873,3.22826916480903,3.91035808889941,0.9872346296404,1.18908649601625,0.427028324604185,2.28990634361826,1.15540755676729,0.72387883670607,3.86549025176287,1.19988676485264,0.790916663201153,1.83850326625815,1.57108734132848,2.06540323431695,0.292460602972494,0.750132856548058,1.75884370625397,0.68973236378406,-0.153118460630003,0.728002751638644,1.01977013404312,2.25842590674243,1.66853875547983,0.225295129339518,2.26057616044374,2.49012277304974,0.457547640737773,1.88630413565496,2.04213337707319,4.13109963476826,0.128640800478811
"export_Marrow1_00_SurfaceOnly_singlets.fcs_9",3.41669569174376,2.07561834424889,4.26962923155884,2.33155422308477,2.3949549865809,1.80629038238017,1.56035874251837,0.635962154297473,2.02670183427684,4.18350790024237,3.86005997950449,0.620031626738819,3.00363623552054,1.4805407577858,0.792710515910721,1.08798716620376,3.36272952941679,2.68850953847255,1.78467101150791,1.78457247860888,0.0436531856291439,1.87822037094464,2.60372244759279,0.792158181615878,-1.06227801700829,3.8462527895201,2.98773943931181,0.392134814838418,0.333598016843303,2.12342330584451,2.42980270851006,1.30286906798181
"export_Marrow1_00_SurfaceOnly_singlets.fcs_18",0.453884458726689,0.749842724637296,3.8395627777921,2.95719590974291,1.74822342636932,0.647082800474285,2.22879149860503,0.26911787651163,1.67854838563024,4.00404127398506,3.98091729269602,0.344802763984602,3.0001942054912,1.80475936403601,1.20795026005352,0.68394005038961,3.24176212307791,2.22283972569599,1.66534785189548,0.960506068488437,2.00621741767944,1.91567245417693,3.08625224070071,0.482435477659518,0.732705638730913,3.27429308677974,2.81829177303347,0.318719987167797,0.279616010014793,1.76705308539113,2.63072991501465,0.361784028478676
"export_Marrow1_00_SurfaceOnly_singlets.fcs_27",0.638015379689115,1.41019059800424,4.26104029868066,2.22452569918906,2.69438069063649,0.148518568104803,0.465258937853823,0.510313024133298,0.72132061235803,4.09921587536816,3.95795480528114,1.75194497078436,2.8888114161621,1.07896318395598,-0.352455320965852,0.639030711945607,3.3487756567654,2.07023853255079,1.16559062658866,1.09791711967229,0.650435831278557,0.876472665499886,2.52328019462011,0.500193718918691,-0.00307542314304227,3.73108870877247,2.56127697941642,0.992521714545484,0.390324019729145,2.17742034060572,2.30892747844468,0.761898487171954
"export_Marrow1_00_SurfaceOnly_singlets.fcs_49",2.51023548273562,1.09312088003728,4.27833519617015,3.73169008944622,1.16946113515549,0.542668372381189,0.298139866957584,0.505132942606465,0.426914752181244,4.16423194333444,3.94515072450373,1.99618590326629,3.37379276516216,-0.557479345674459,0.942941452228177,0.898597243181175,3.27662955480819,3.12588735655106,1.43525754037919,0.314282285534581,0.593513371603623,1.16849711844897,3.10067970387197,0.276854000987174,0.768148205327035,3.28619842236837,2.61478755315921,1.37051048183416,0.302679356947231,2.8378550164339,0.772464057557671,0.833188185339901
"export_Marrow1_00_SurfaceOnly_singlets.fcs_50",0.943089795190495,3.29293547025075,3.92914731436598,1.92360607636314,0.691559078298072,0.669152746822849,-0.510640085696999,-0.395160202851307,0.435147710215058,3.85719184627882,2.60951420757718,2.12037976349647,2.48260737496957,1.9332715715766,2.61198977946901,0.380335626429618,0.769959385670617,2.21289490421515,1.19910814897785,0.34094163150816,1.21264008450924,0.992792549973181,2.69132812006537,0.884459475284736,0.122417551806755,2.09359307952459,2.88317326125604,1.36494869246422,0.518220556836672,2.65505084357349,3.32495262379884,0.653295812222675
"export_Marrow1_00_SurfaceOnly_singlets.fcs_51",1.81791608975382,1.73534297050163,3.93845573923564,2.41609127502735,2.0933612501456,3.87701241812805,1.77968445117199,0.187620286441222,2.17267853843389,3.78748808242219,2.43668495417178,0.857880620827387,2.41460928171215,1.66776405625051,3.62510137594354,1.5705564944702,3.18165347183656,1.96976610279504,0.524237212936839,1.24328040359067,-0.34103136645409,1.23845941650565,3.29814755631464,0.19772263055515,0.351547710075329,2.73670189189208,1.45145211144883,1.42712274028875,1.78736381684242,2.5717687887607,2.55314898223155,2.00255317316358
"export_Marrow1_00_SurfaceOnly_singlets.fcs_52",0.71239925145836,1.30481981618402,3.70147854788024,2.24607456781776,1.81364842643878,0.622014743387196,2.24294629788495,0.517637813706284,0.491674478043237,2.12332677986312,0.94554193668008,0.492833608047103,2.1167048855016,1.27199895777891,2.1370651436179,-0.0350944390452125,-0.0727727277639858,0.20893372672281,1.07073150271814,2.6482186698659,0.294244643495006,1.10909796512716,1.93011888380273,0.415542130373009,0.153721405061153,0.859169850833115,2.47807677843563,1.46560020175797,2.0326446975542,2.79428349323378,2.97021217198333,1.83290472725648
"export_Marrow1_00_SurfaceOnly_singlets.fcs_58",0.79004659494721,2.21781519632407,3.74330464338342,1.98416628268324,1.08645168453874,1.78582011919774,0.288551647116834,0.611403814680189,1.6800212019611,3.21335288687653,0.789407457267008,1.5203487238925,1.97033814286166,0.265238324696733,3.26838987594767,0.983191841435527,2.07960437321606,2.24116989935238,0.676103119411142,1.45528424686944,0.449639059728976,1.803150889955,3.15924510548412,1.11080274994728,0.245422041159871,2.69554111185106,2.3269273470642,3.31222489185401,0.286373482378085,2.62968422197229,2.48781898820277,2.07562106962904
"export_Marrow1_00_SurfaceOnly_singlets.fcs_62",0.891474265643696,2.20826914549269,3.63987530966777,2.1520853534781,2.38951673208488,2.34955540548199,3.81373080807889,0.626533182714105,1.12603050463987,2.89027643036293,2.26275216495869,1.24529858333752,2.43664545239603,2.00420783720222,2.31600662667488,-0.0655917218816998,2.55475444466698,-0.216023420208501,-0.442897610764235,0.583442970640343,0.542201497829951,1.63523134674969,2.52767107423188,0.636831656451009,1.26866769392749,-0.38194825815727,2.73877882702845,0.702803603279178,1.28788734431594,2.62547955857249,1.55902181417572,1.39595999413996
"export_Marrow1_00_SurfaceOnly_singlets.fcs_89",1.40080803387011,1.9345578254654,3.77480352813962,2.35821976975386,0.427628155167021,-0.525052752692832,0.366493147659587,0.493882386417977,0.705553967707247,0.813320669527176,0.722637348502486,1.29937587213067,1.74083085138432,0.760585305992294,1.10379735832973,2.09346776888825,0.663224554949056,-0.0829428786137999,0.93580597664825,1.7928855850867,0.694186518560989,0.391232778982144,3.39003079392337,0.505793666294045,0.184434863729025,0.552535796972839,3.34894027015343,0.56046022427882,3.16603595123692,3.42671395741002,2.92620696879443,1.01163156374046
"export_Marrow1_00_SurfaceOnly_singlets.fcs_90",1.53647337156773,2.23683755974259,3.97964304645007,2.3051089150328,2.84308743710272,4.41386749123237,1.48428735534215,0.231729815912519,2.61199544815991,3.70797635957706,3.54005864379875,1.84845443822268,2.72892633436099,1.01388334980149,3.33886772566906,2.68116550447146,3.38779114598307,0.660186757777687,1.89590054593565,1.36550251735671,2.77535272142539,0.614483229681779,3.63531917343951,0.600631578376507,0.182396440619587,3.54781547985216,2.10759686723408,1.28435866817532,2.1596073899353,2.43619741814666,2.11943524250598,1.63553340593688
"export_Marrow1_00_SurfaceOnly_singlets.fcs_95",2.76226651885996,0.814994460557153,4.04124049050016,2.32609160763062,0.856015931569187,1.96456429124754,1.02741933774043,1.28547944024866,1.3643762716839,2.00616716155769,2.73011014661112,1.32588597744526,3.13887625310372,2.29349576048197,4.13533848203496,2.52726629179496,1.75953860474491,3.07846977138829,2.03074208077049,2.20597482064666,2.62701853244818,1.75631998041777,3.43957895795262,0.505292581413364,-0.00379912067108786,2.65811087236096,2.62617916973078,1.53565325772851,2.54716105706897,3.39135311618682,1.51252212492228,1.96186379706853
"export_Marrow1_00_SurfaceOnly_singlets.fcs_101",1.68067262753208,1.43307198966295,4.22046504372461,2.44527883557778,2.0374094642521,0.573538083255498,1.76899924541998,1.70680506766317,0.651703181208231,4.29946069963593,3.73528821254473,1.59200343405312,3.27142969674858,1.62019425617953,0.647957352773995,1.45958618760796,3.29942436319634,2.38090593334574,0.498285702533395,0.323737769090941,2.36277374276905,1.31010026409772,3.36369061139207,1.41117056963243,0.664570663325659,3.36598157546957,2.86706828501843,0.360992122351863,-0.0466450662718286,2.31815072191681,2.21987939994365,0.796569706190745
"export_Marrow1_00_SurfaceOnly_singlets.fcs_107",0.488788551899049,1.11676801945741,3.7631800113311,2.00384199675436,0.932418465103019,1.82160508119708,3.82039961758908,0.80426920325857,1.29265009979249,2.56508443426495,1.48056247349423,1.44424838897902,2.28210051342048,1.7729572998785,2.71530787969847,1.04252184494247,2.49083882927051,0.392953660467949,1.31902764101951,0.326345558070023,0.649586683637583,1.74551808940758,2.75384963429467,0.173331992925825,1.48422258977352,2.00178243036471,3.06417726387424,0.724476890856339,1.31076395598228,2.86234112672518,0.680772933838569,1.72753222429236
"export_Marrow1_00_SurfaceOnly_singlets.fcs_113",0.792844648447679,1.56295945617575,4.04439236655179,2.18299737742453,1.4742259708768,0.266610600922795,1.0247979786286,0.669099725785955,2.13305814983343,3.81839235589877,3.60440875690639,1.38994908657438,2.87379753416898,1.79548955472446,0.741673217188103,2.55538271047,3.72125087650084,1.93386225352147,0.78710156636744,0.280570363808656,0.633187443876215,2.26423650210252,3.0794604889812,0.532754583532011,0.188418797836236,3.18466310149588,2.12466854899395,1.01110534044503,0.470323385858505,1.80742708919055,2.19608728948771,0.717197507741284
"export_Marrow1_00_SurfaceOnly_singlets.fcs_118",0.435934567529592,1.60295167500179,4.07477870646369,2.37895324762516,1.39055436053768,1.23563833607743,3.44139036860508,1.29237874879715,1.04572672292318,2.88321627483232,0.527479609039463,1.97530649599661,2.48657287991929,2.13008189633055,1.8683854471935,1.2088916170273,0.671119254498583,2.1848196334564,1.56217086396441,1.79956951532085,0.733998441382307,2.56659057738272,2.4552249695526,0.466020897165569,0.0158598339943084,1.58120303038002,3.01422261116578,1.05408874384613,0.41610207955431,2.60798194780679,3.7991024739434,1.62224623149183
"export_Marrow1_00_SurfaceOnly_singlets.fcs_123",1.42457319619128,0.452987671404062,4.11734382911501,3.54236927294576,2.34712662509385,1.92207298675476,1.16708824728844,0.464227710335113,1.63252931302121,3.89935754035302,2.27416062263091,1.1768778505161,3.28624083684651,2.33279737876195,2.65598025788779,0.885753963861522,3.16866051779929,1.61327217790361,2.88688538978781,0.406960718544436,0.730941847047699,1.57942106661184,3.64660344845129,1.5707267431105,1.25902661155109,3.69905898873984,2.03666366818405,1.20046956888746,0.945165364972173,3.10939512229006,3.05163371953816,1.60524221178289
"export_Marrow1_00_SurfaceOnly_singlets.fcs_124",1.57346788275235,2.33374180496,4.14981279034315,3.87407337551388,0.670087867008487,0.688206200730105,4.13585139336742,1.41452833570761,1.20741034109358,2.86734772860747,1.39797361714754,1.55556897588549,3.00367006084337,1.84522952403178,2.42167326645418,0.422846382759427,1.73514565130356,0.498549482498954,3.35886584813996,1.02532993960401,2.09595409743581,2.50842191449722,2.89624320688993,0.50301691290325,1.82008753085511,2.30472870125709,3.10825316251263,0.748244192083087,0.780404742655076,2.63920001872665,1.15538218248279,0.828634372518221
"export_Marrow1_00_SurfaceOnly_singlets.fcs_130",0.560001276555546,2.03244160350353,2.96039740414757,1.61054575540858,2.36413288598935,1.06267068849232,3.90077184626564,0.317899344742259,1.40157604229641,2.60632554662592,0.804415104637443,1.26806139115258,2.08132172321295,0.506395845066607,2.02130316981208,0.97355894868379,2.40781597537916,0.858579013851918,0.615430271786704,0.260277461553149,2.21119598335048,1.54023221277802,1.95242488973116,0.447576471834601,1.7097047965068,2.47659192804177,2.64734579974402,0.902694315963633,0.564070516217164,2.62182336722783,0.695576180748838,0.694052611953663
